us_513	美國	Pinterest	圖片社交	推薦模型
us_518	美國	PlusAI	自動駕駛卡車	SuperDrive
us_521	美國	Pony.ai	小馬智行，Robotaxi	Robotaxi
us_523	美國	Primer.ai	國防情報 NLP	Primer Command
us_525	美國	Proscia	數字病理	Concentriq
us_530	美國	Qualcomm	移動芯片，端側 AI	驍龍 NPU
us_540	美國	Raven Industries (CNH)	CNH 旗下精準農業	自主農機
us_541	美國	Raytheon	國防巨頭（RTX）	導彈與雷達
us_543	美國	RealNetworks	流媒體與視覺 AI	SAFR 人臉識別
us_546	美國	Recursion	AI 藥物發現	Recursion OS
us_550	美國	Reka AI	多模態模型	Reka Core
us_553	美國	Replit	在線編程與編程智能體	Replit Agent
us_558	美國	Reve	圖像生成	Reve Image
us_560	美國	Rhombus Power Inc	國防預測 AI	Guardian
us_565	美國	Riverain Technologies	胸片 AI	ClearRead
us_566	美國	Rivian	電動車企	R1、R2
us_569	美國	Roblox	遊戲平台	Cube 3D 模型
us_571	美國	Robust AI	倉儲協作機器人	Carter
us_575	美國	ROS (Open Robotics)	機器人操作系統 ROS 維護方	ROS 2
us_576	美國	Runway	視頻生成	Gen-4
us_578	美國	Salesforce	CRM 軟件	Agentforce
us_579	美國	SambaNova	AI 芯片與推理	SN40L
us_580	美國	SandboxAQ	谷歌分拆，AI+量子	LQM 模型
us_581	美國	Sarcos Guardian	外骨骼與遠程操控機器人	Guardian XT
us_582	美國	Saronic Technologies	自主水面艦艇	Corsair 無人艇
us_584	美國	Scale AI	數據標註與評測	數據引擎
us_59	美國	AssemblyAI	語音識別 API	Universal 語音模型
us_592	美國	ServiceNow	企業工作流	Now Assist
us_594	美國	Shield AI	國防自主飛行	Hivemind；V-BAT
us_596	美國	Simbe	超市盤點機器人	Tally
us_598	美國	Simulations Plus Inc	藥物研發建模軟件	GastroPlus
us_600	美國	Skydio	自主無人機	X10
us_605	美國	Skyryse	飛行自動化	SkyOS
us_607	美國	SLB	油服巨頭（斯倫貝謝）	Lumi 平台
us_618	美國	Sound Hound Ai Ip LLC	SoundHound 語音 AI 專利實體	Houndify
us_619	美國	SpaceX (Starship)	航天	星艦
us_62	美國	AT&T Mobility II LLC	AT&T 無線業務	網絡 AI
us_623	美國	Standard Bots (cobot)	協作機器人	RO1
us_625	美國	Starship Technologies	人行道配送機器人	配送機器人
us_630	美國	Stripe	支付	支付基礎模型
us_634	美國	Suno	AI 音樂生成	Suno
us_638	美國	Sword	數字理療	Phoenix
us_642	美國	Syntiant Corp	端側 AI 芯片	NDP 系列
us_65	美國	Atomwise	AI 小分子藥物發現	AtomNet
us_652	美國	Tempus AI	腫瘤基因與臨床數據 AI	Tempus 平台
us_655	美國	TensorOpera AI	分佈式 AI 平台（原 FedML）	Fox 模型
us_657	美國	Terray Therapeutics	AI 小分子藥物發現	tNova
us_66	美國	Aurora	自動駕駛卡車	Aurora Driver
us_662	美國	Think Surgical	骨科手術機器人	TMINI
us_663	美國	Thinking Machines Lab	前 OpenAI CTO Mira Murati 創辦	Tinker 微調平台
us_666	美國	TikTok	短視頻平台	推薦算法
us_667	美國	Together AI	開源模型雲	推理與訓練平台
us_67	美國	Auterion	無人機操作系統	AuterionOS
us_670	美國	Torc Robotics	戴姆勒旗下自動駕駛卡車	自動駕駛卡車
us_681	美國	Truveta	醫療數據與模型	Truveta 平台
us_684	美國	TwelveLabs	視頻理解模型	Marengo；Pegasus
us_685	美國	UiPath	RPA 與智能體	UiPath 平台
us_686	美國	Ultralytics	YOLO 目標檢測	YOLO 系列
us_692	美國	Unity	遊戲引擎	Unity AI
us_70	美國	Automation Anywhere	RPA 與企業智能體	Automation 360
us_713	美國	Visa Int Service Association	支付網絡	風控 AI
us_718	美國	Walmart	零售巨頭	購物助手；供應鏈 AI
us_719	美國	Walt Disney Co	娛樂傳媒	迪士尼研究院
us_722	美國	Welldoc	慢病數字療法	BlueStar
us_724	美國	Willow Garage	機器人研究機構（已關閉），ROS 發源地	PR2；ROS
us_725	美國	WindBorne Systems	氣象氣球與天氣 AI	WeatherMesh
us_728	美國	WRITER	企業生成式 AI 平台	Palmyra 模型
us_730	美國	xAI	馬斯克創辦的大模型公司	Grok 系列
us_731	美國	Xaira Therapeutics	AI 藥物研發	蛋白設計
us_733	美國	You.com	AI 搜索	You.com
us_738	美國	Zillow	房產平台	估價模型
us_739	美國	Zipline	無人機配送	P2 Zip
us_740	美國	Zoom	視頻會議	AI Companion
us_76	美國	Avride	自動駕駛與配送機器人（原 Yandex 自動駕駛）	Robotaxi；配送機器人
us_80	美國	Barrett Technology	機械臂與康復機器人	WAM
us_81	美國	Bear Robotics	餐飲送餐機器人	Servi
us_83	美國	Berkshire Grey	倉儲自動化機器人	揀選系統
us_9	美國	Adept	智能體與動作模型	ACT-1
us_94	美國	Boeing (autonomous systems)	波音自主系統	MQ-28 無人僚機
us_96	美國	Booz Allen Hamilton	政府諮詢與國防 AI	國防 AI 服務
us_97	美國	Boson AI	李沐等創辦，語音與角色大模型	Higgs 系列模型
