cn_292	中國	Richfit Information Technology Co Ltd	中油瑞飛，中石油 IT			中國石油旗下的資訊技術公司，2006 年成立，原為東方物探全資子公司，承接集團勘探開發、煉化與管道業務的資訊系統建設。2021 年後相關業務整併進中國石油新設的昆侖數智，原品牌逐步淡出。
cn_293	中國	Robint Technology (北京鋼鐵俠科技)	鋼鐵俠科技，人形機器人	ARTROBOT 人形	雙足人形機器人，36 自由度，搭配自研「運動腦」控制平衡	2015 年成立，是中國較早投入雙足大型人形機器人的公司，已推出五代 ARTROBOT 機型，核心零部件強調自研國產。客戶以高校、職業教育與科研單位為主，靠設備與教學實訓方案銷售，並參股北京人形機器人創新中心。
cn_294	中國	Roborock (石頭科技)	掃地機器人	石頭掃地機器人	家用掃地機器人，具雷射導航與自動集塵、拖布清洗基座	賣掃地機器人，海外市場佔比高，也在擴展洗衣機等品類。
cn_295	中國	RoboSense (速騰聚創)	車載激光雷達龍頭	M 系列激光雷達	車規級半固態激光雷達，供整車廠前裝量產做輔助駕駛感測	賣車載激光雷達給車企，也賣給機器人公司，出貨量全球領先。
cn_296	中國	ROBOTERA (星動紀元)	清華背景人形機器人	星動 L7；靈巧手	171 公分全尺寸雙足人形機器人，全身 55 自由度，另產靈巧手	2023 年 8 月由清華交叉信息研究院孵化，是清華唯一持股的機器人公司，創辦人為陳建宇。除整機外也做靈巧手與具身模型工具鏈，2025 年起進入交付階段，在物流、製造與商業服務場景與吉利、順豐、聯想等合作。
cn_297	中國	RockAI (矗石科技)	非 Transformer 架構大模型	Yan 模型	非注意力架構的端側模型，可在樹莓派、手機上離線運行	公司實體為上海岩芯數智，2023 年 6 月成立，主打非 Transformer、非 Attention 的自研架構，強調模型能直接跑在 CPU 與端側設備上。商業模式是把模型授權給手機、PC、機器人等硬體廠商，而非經營雲端 API。
cn_298	中國	ROKAE (珞石機器人)	工業與協作機器人	xMate 協作機器人	七軸力控協作機械臂，用於精密裝配、打磨等人機協作產線	2015 年在北京成立，產品分工業機器人與力控協作機器人兩條線，負載從 3 公斤到 220 公斤，主要賣給汽車零部件、3C 電子、新能源與金屬加工廠，近年延伸出人形力控手臂與輪式人形機器人等具身智能硬體。
cn_299	中國	Roobo / Unisound (儒博/雲知聲)	語音 AI 與醫療 AI	山海大模型	面向醫療與客服的大模型，做病歷生成、語音外呼等應用	2012 年成立，2025 年在港交所上市。早期以語音識別起家，目前收入分兩塊：給家電、車載廠商的語音交互模組，以及醫院的病歷質控與智能隨訪系統，後者是近年營收重心。
cn_3	中國	AgiBot Data (智元數據)	智元機器人旗下，做具身智能數據採集與數據集	AgiBot World 數據集	開源真機操作數據集，供訓練機器人抓取與家務等操作策略	智元機器人旗下，採集真實機器人操作數據並構建開源數據集，用於訓練具身智能模型。
cn_30	中國	Beijing ESWIN Computing Technology Co	奕斯偉，半導體與 AI 芯片	RISC-V AI 芯片	EIC7700X 邊緣運算 SoC，RISC-V 核心搭自研 NPU，約 20 TOPS	北京奕斯偉計算，採無晶圓廠模式，自研 32 位與 64 位 RISC-V CPU IP 並做成邊緣計算 SoC 對外銷售，同時牽頭 RISC-V 軟硬體生態合作。母集團奕斯偉另有顯示驅動芯片與矽材料業務。
cn_301	中國	SAIC GM Wuling Automobile Co Ltd	上汽通用五菱	五菱電動車	宏光 MINI EV 等微型純電車，主打低價短途代步	上汽、通用與廣西方面的合資企業，總部在柳州，旗下有五菱與寶駿兩個品牌，累計銷量超過三千萬輛。以低價微型車和商用車起家，宏光 MINI EV 之後加速電動化，輔助駕駛方案向卓馭等外部供應商採購。
cn_302	中國	Sangfor Technology Co Ltd	深信服，網絡安全與雲	安全 GPT	資安大模型，做未知威脅檢測與告警研判，嵌入其安全產品線	深信服科技，2000 年成立於深圳，2018 年上市。收入分網絡安全、雲計算（超融合與桌面雲）與基礎網絡三塊，客戶以政府、教育、醫療和中大型企業為主，銷售高度依賴全國渠道商體系。
cn_304	中國	SenseTime (商湯科技)	計算機視覺與大模型	日日新（SenseNova）大模型；絕影智駕		從人臉識別起家，現在主要收入來自生成式 AI（大模型訓練與推理的算力服務），另有智能汽車業務絕影。
cn_305	中國	SF Technology	順豐科技，物流 AI	智慧物流系統	「豐語」模型用於客服與清關，「豐知」做銷量預測與路線優化	順豐集團的科技子公司，2009 年成立，主要服務集團內部的分揀、路由、運力調度與供應鏈系統，同時把這套能力對外輸出給製造與零售客戶，另設有無人機與物流機器人團隊。
cn_306	中國	Shanghai Aerospace Computer Technology Research	航天科技集團計算機研究所			
cn_307	中國	Shanghai Bilibili Technology Co Ltd	嗶哩嗶哩，視頻社區	Index 大模型	開源的 Index 系列模型，含輕量語言模型與 IndexTTS 語音合成	以二次元內容社群起家的視頻平台，收入來自遊戲、增值服務（大會員與直播打賞）、廣告與電商。自研的 Index 系列模型主要用在站內的內容理解、推薦與創作者工具，並非對外販售模型服務。
cn_308	中國	Shanghai Constr No 4 Group Co Ltd	上海建工四建			
cn_309	中國	Shanghai Electric Group Co Ltd	上海電氣，裝備製造	工業智能裝備		上海市國資控股的裝備製造集團，主業為火電、核電、風電機組與輸配電設備，另有電梯與工業自動化業務。客戶以電力集團和海外電站工程為主，AI 多用於設備運維監測與自家工廠的自動化改造。
cn_31	中國	Beijing Eyecool Technology Co Ltd	眼神科技，多模態生物識別	虹膜、指紋、人臉識別	整合虹膜、指靜脈等多模態的統一身份認證平台，多用於銀行	北京眼神科技，自研指紋、人臉、虹膜與指靜脈算法並做多模態融合，主要把統一身份認證平台賣給銀行、公安與機場等機構，參與數十項國家與行業標準制定，屬典型的政企項目制生意。
cn_310	中國	Shanghai Fourier Intelligence Co Ltd	傅利葉，康復與人形機器人	GR-1/GR-2 人形機器人	全尺寸雙足人形機器人，開放給科研機構做具身智能演算法開發	傅利葉，原本做康復機器人賣給醫院，後延伸到通用人形機器人 GR 系列。
cn_311	中國	Shanghai Icekredit Information Technology	冰鑑科技，金融風控	風控模型	貸前貸中貸後的信用評分模型，供銀行做小微與個人授信審批	上海冰鑑信息科技，2015 年成立，做獨立第三方的信用風險模型，客戶是銀行、消費金融與新金融機構，按模型和決策系統交付收費。除中國外，也在美國、新加坡與東南亞開展業務。
cn_312	中國	Shanghai Intsig Information Co Ltd	合合信息，文字識別	掃描全能王；名片全能王	手機拍照掃描 App，將紙本文件去背矯正並辨識成文字檔	2006 年成立，2021 年科創板上市。C 端靠掃描全能王、名片全能王的訂閱收費，B 端賣 OCR 與文檔識別 SDK，另有啟信寶商業大數據產品，是少數靠消費者付費撐起營收的中國 AI 公司。
cn_319	中國	Shanghai Suiyuan Technology Co Ltd	燧原科技，雲端 AI 訓練與推理芯片	邃思芯片	自研 GCU 架構加速卡，分訓練與推理兩條產品線，用於智算中心	2018 年在上海成立，騰訊是主要投資方。產品線分雲端訓練卡「雲燧 T 系列」與推理卡「雲燧 i 系列」，搭配自研軟件棧，客戶以國內智算中心、運營商與互聯網公司為主。
cn_320	中國	Shanghai Tunnel Eng Co Ltd	上海隧道股份			
cn_321	中國	Shanghai Wuwen Xinqiong Intelligent Technology	無問芯穹，異構算力調度與推理優化	Infini-AI 平台	大模型開發與服務平台，把多家國產與進口晶片算力統一調度	2023 年由清華電子系團隊創立。切入點是讓同一個訓練或推理任務跑在不同品牌的加速卡上，支持昇騰、天數、沐曦、摩爾線程、AMD 與 NVIDIA 混合組網，對外以算力平台、一體機與端側方案售賣。
cn_326	中國	Shannon AI	香儂科技，NLP 與金融 AI	金融信息抽取	從財報、公告、債券募集書批次抽取關鍵數據，供風險監測	由史丹佛博士李紀為創辦，紅杉中國投資，專注中文自然語言處理。產品是面向金融、司法與政務客戶的文檔處理、信息抽取與輿情監控系統，走項目交付與平台授權的 to B 路線。
cn_328	中國	Shenlan Automobile Technology Co Ltd	深藍汽車，長安旗下	深藍 SL03	中型轎車，提供純電與增程兩種動力版本	長安汽車的新能源子品牌，由重慶長安新能源改制而來，2022 年起獨立運營。主打增程與純電並行的中低價位車型，靠長安的產能與經銷體系銷售，智駕部分與華為等外部供應商合作。
cn_33	中國	Beijing Hisign Technology Co Ltd	海鑫科技，公安刑偵生物識別	指紋、人像比對系統	指紋掌紋與人像比對系統，供刑偵查前科與現場痕跡比中	
cn_331	中國	Shenzhen Guochuang Embodied Artificial	國家地方共建具身智能機器人創新中心			
cn_333	中國	Shenzhen LUSTER Technology Co Ltd	凌雲光，機器視覺			凌雲光，2002 年成立，2022 年科創板上市。業務分機器視覺與光纖光學兩塊，賣工業相機、採集卡、3D 與科研相機，也承接整線檢測系統，客戶集中在消費電子、印刷包裝與新型顯示產業。
cn_335	中國	Shenzhen Oritek Semiconductor Co Ltd	芯片設計			
cn_336	中國	Shenzhen Power Supply Co Ltd	深圳供電局（南方電網）			
cn_337	中國	Shenzhen Qianhai Webank Co Ltd	微眾銀行，數字銀行，聯邦學習	FATE 聯邦學習框架	開源聯邦學習框架，讓多方在不交換原始資料下共同訓練模型	2014 年獲批的中國首家民營銀行，騰訊為主要股東，無線下網點，靠微信與手機 QQ 導流做微粒貸等小額信貸。自研並開源聯邦學習框架 FATE，後捐給 Linux 基金會，也對外輸出金融科技方案。
cn_338	中國	Shenzhen Reexen Technology Co Ltd	存算一體芯片			深圳九天睿芯，圍繞 SRAM 存算一體技術做推理芯片，產品從邊緣端的 ADA300 系列延伸到雲端推理板卡與整機，訴求是用高帶寬存儲承載大模型權重與 KV Cache。投資方包括奇績創壇與豪威集團。
cn_341	中國	Shenzhen Topstar Robot (深圳拓斯達)	拓斯達，工業機器人與自動化	多關節機器人	六軸工業機械臂，搭配注塑周邊自動化用於工廠上下料	2007 年成立於東莞，2017 年創業板上市。主業是注塑機、機械手與工業機器人，並承接整廠自動化交付，客戶多為 3C、家電與汽車零部件製造商，累計服務客戶超過一萬五千家。
cn_342	中國	Shenzhen Ugreen Group Ltd	綠聯，消費電子配件	NAS	DXP 系列私有雲儲存主機，二到八槽位，配自研 UGOS Pro 系統	2012 年成立，2024 年創業板上市。主要做充電、線材、擴展塢等消費電子配件，靠亞馬遜、京東、天貓等電商渠道銷售，業務覆蓋一百八十多個國家；近年把 NAS 私有雲當作新的增長線。
cn_343	中國	Shenzhen UnitX Technology Co Ltd	工業 AI 視覺質檢			做工廠在線外觀檢測，賣的是成像硬體、AI 相機加模型訓練部署平台的整套方案，按產線部署收費。客戶集中在汽車一級供應商、電動車與鋰電池廠，也包括 GE、Stanley、Parker Hannifin 等製造企業。
cn_344	中國	Shenzhen Urban Transport Planning Design	深圳交通規劃設計院			原為深圳市屬的城市交通規劃研究機構，現為股份公司。客戶是各地政府與交通主管部門，做交通規劃、仿真建模與智慧交通系統交付，業務覆蓋三十個省市、一百六十多個城市，團隊約兩千人。
cn_345	中國	Shenzhen Xgrids Innovation Technology Co	其域創新，三維空間掃描			2020 年在深圳成立，把多源 SLAM 與 3D 高斯潑濺結合，做手持掃描設備加配套建模軟件，輸出可量測的三維空間數據，客戶集中在測繪、建築、能源與影視行業，屬硬體軟件一起賣的模式。
cn_346	中國	Shenzhen Zhuoyu Technology Co Ltd	卓馭科技，原大疆車載，智駕方案	成行平台	以慣導雙目／三目視覺為主的量產方案，用低算力跑高速與城市領航	前身是大疆車載，2023 年從大疆分拆獨立，2024 年啟用卓馭品牌。策略是用較低算力的平台把高階輔助駕駛做進中低價車型，已公布大眾、比亞迪、五菱、奇瑞、長城、一汽等客戶，量產車型超過二十款。
cn_347	中國	Shukun Technology Co Ltd	數坤科技，醫學影像 AI	數字人體 CT 分析	冠脈 CT 影像自動重建與狹窄判讀，替醫師產出輔助診斷報告	數坤科技，做心腦血管與腫瘤的影像輔助診斷軟件，按醫院部署或使用量收費。已取得十多張三類醫療器械註冊證，並拿到歐盟 MDR 與美國 FDA 認證，產品進入近三千家醫療機構。
cn_348	中國	Sichuan Changhong Electronic Holding Group	長虹，家電與電子			四川綿陽的國有電子集團，前身是軍工廠，主業涵蓋電視、空調、冰箱等家電與電源、物聯網模塊等電子部件，旗下有多家上市公司。AI 主要用在自家電視、家電的語音交互與工廠自動化。
cn_349	中國	SmartMore (思謀科技)	工業 AI 視覺	SMore ViMo	工業視覺平台，讓產線工程師少寫程式就能訓練瑕疵檢測模型	2019 年由港中大教授賈佳亞創立，做工廠視覺檢測與工業智能體，賣邊緣 AI 相機、模型訓練平台與檢測產線方案。累計服務七百多家企業，客戶包括發那科、西門子、博世、比亞迪與京東方。
cn_350	中國	Stardust Intelligent (星塵智能)	AI 家務機器人	Astribot S1	輪式底盤加雙臂的家務機器人，能做收納、整理桌面等操作	2022 年底在深圳成立，創辦團隊來自騰訊 Robotics X。做面向家庭與服務場景的雙臂機器人 Astribot S1，強調軟硬件一體設計與模仿學習的數據採集方式，目前仍以展示和早期客戶合作為主。
cn_351	中國	StepFun	階躍星辰，多模態大模型	Step 系列模型	語言、影像與語音各成系列的基礎模型，對外開放 API 供串接	階躍星辰，研發多模態大模型，主要通過開放平台 API 和與手機、汽車廠商的合作落地。
cn_352	中國	Supcon Technology Co Ltd	中控技術，流程工業自動化	TPT 工業大模型	流程工業時序模型，用產線數據做質量預測、異常預警與操作優化	中控技術，總部在杭州，2020 年科創板上市。主力產品是流程工業的 DCS 控制系統，客戶以石化、化工、油氣、電力與冶金為主，全球客戶逾四萬家，累計部署超過十萬套系統，近年把時序大模型接進控制與運維環節。
cn_356	中國	Syrius Robotics (炬星科技)	倉儲 AMR	揀貨機器人	跟著揀貨員走的倉儲自主移動機器人，代替人力搬運，支援租賃	2018 年成立於深圳，創辦團隊多來自 Google、輝達、亞馬遜。走人機協作路線，機器人跟著揀貨員在貨架間移動接貨，倉庫不必大改。以機器人即服務的租賃方式收費，客戶為第三方物流與電商倉，早期重心放在海外物流中心。
cn_357	中國	TAL Education Group	好未來，教育科技	九章大模型；學習機	專攻數學解題的模型，內建於自家學習平板提供批改與講解	2003 年創立，原是學而思課外輔導龍頭，2021 年雙減政策後補教業務大幅收縮，轉向學習機硬體、素質教育與海外市場。九章大模型主要用於解題與講題，內嵌在自家學習機和教學系統裡，並未對外單獨銷售。
cn_358	中國	TCL	家電與顯示	TCL AI 電視		1981 年創立於廣東惠州，現分為做面板與光伏的 TCL 科技，和做電視、家電、手機的 TCL 實業兩大板塊。面板由旗下華星光電生產，電視出貨量位居全球前列。AI 多用在畫質處理與家電互聯，不是獨立收入來源。
cn_359	中國	Tencent	騰訊，社交與遊戲巨頭，自研混元大模型	混元（Hunyuan）；元寶	自研基礎模型系列；元寶是面向消費者的對話助手 App	收入來自遊戲、社交廣告和金融科技與企業服務；AI 上自研混元模型，嵌入微信、元寶和騰訊雲。
cn_36	中國	Beijing Iluvatar Corex Semiconductor	天數智芯，國產通用 GPU	天垓、智鎧 GPGPU	天垓為訓練用通用 GPU，智鎧為推理卡，供算力中心替代進口方案	2015 年底成立於上海，創辦團隊來自 AMD、輝達、甲骨文等。2021 年推出天垓 100，是中國首款自研架構的雲端訓練 GPGPU。客戶以各地算力中心、電信運營商和科研機構為主，需求很大程度來自國產晶片替代政策。
cn_360	中國	Terminus Group (特斯聯)	智慧城市與 AIoT	城市大模型	面向樓宇、園區等空間的 AIoT 模型與智能體，串接設備做調度	2015 年成立，由光大控股孵化，核心是城市級 AIoT 作業系統 TacOS，承接政府、園區與地產方的智慧化專案，收入以大型專案制為主、回款週期長。近年把多模態模型接進既有系統，並多次遞交港股上市申請。
cn_361	中國	Tiangong AI	崑崙萬維天工 AI	天工 AI 助手；Skywork 模型		崑崙萬維旗下的 AI 助手與智能體品牌，2023 年 11 月成為首批通過備案、向公眾開放的大模型之一。目前定位為生成文檔、簡報、表格與網頁的辦公型智能體，海外以 Skywork 名義營運，並開源部分模型權重。
cn_363	中國	Tianjin Jinhang Computing Technology Research	航天科工計算技術研究所			
cn_364	中國	Tongfang Knowledge Network Digital Publishing	中國知網	知網 AI	華知大模型，做文獻檢索、解析與綜述寫作，答案可溯源原文	同方知網由清華大學旗下同方股份控股，營運中國規模最大的學術文獻庫，收入主要來自高校與研究機構的訂閱授權。2022 年因濫用市場支配地位遭市場監管總局罰款八千多萬元，論文收錄與定價爭議長期受外界批評。
cn_365	中國	Topxgun Nanjing Robotics Co Ltd	拓攻，農業無人機飛控			2015 年成立於南京，以無人機飛行控制系統起家，對外供應飛控模組、機載電腦與整機方案，客戶多是農業植保服務商和其他無人機廠商。產品線已從植保機延伸到垂直起降固定翼、電力巡檢與物流運輸機型。
cn_366	中國	Transwarp	星環科技，大數據與 AI 平台	無涯大模型	面向數據分析的模型，用自然語言生成 SQL 與分析報告	2013 年成立於上海，創辦團隊出自英特爾 Hadoop 部門，賣分散式資料庫、資料平台與 AI 基礎設施軟體，客戶集中在銀行、政府和能源業。2022 年於科創板上市，營收規模不大且持續虧損。
cn_367	中國	Trip.com Group	攜程，在線旅遊	問道旅行大模型	旅行場景的大模型，支撐 App 內行程規劃與問答助手	1999 年成立，中國最大的線上旅遊平台，靠機票與酒店預訂佣金、廣告獲利，旗下有攜程、去哪兒、Skyscanner 和國際站 Trip.com。近年成長主要來自出境遊與海外市場，AI 用在行程規劃與客服。
cn_369	中國	Trunk.Tech (主線科技)	自動駕駛卡車	港口與幹線自動駕駛	無人集卡在港口做貨櫃水平運輸，並試行高速幹線無人化運輸	2017 年成立，與一汽解放、中國重汽、徐工等商用車廠合作推出智慧卡車。港口場景累計交付逾三百台，幹線物流已在京津冀、山東、長三角等地取得商業化運營許可，收入來自車輛與系統銷售及運輸服務。
cn_370	中國	UBTECH Robotics	優必選，人形與教育機器人	Walker S 人形機器人	全尺寸人形機器人，已進入汽車工廠做質檢與搬運實訓	優必選，賣人形機器人（Walker S 進入車廠實訓）、教育機器人和服務機器人，長期虧損但營收增長。
cn_371	中國	UISEE (馭勢科技)	L4 無人駕駛，機場與廠區物流	無人物流車	無人牽引車與物流車，在機場運行李、在廠區做廠內轉運	2016 年成立於北京，避開開放道路，專攻機場停機坪、工廠和物流園區等封閉場景的無人車，以營運服務方式收費。在香港國際機場和烏魯木齊機場有常態化車隊，後者累計真無人里程已破百萬公里，公司已在港交所掛牌。
cn_372	中國	ULS Robotics (傲鯊智能)	工業外骨骼	外骨骼	上肢、腰部與下肢的動力外骨骼，替汽車與航空地勤人員分擔負重	2018 年成立於上海，最早做工業助力外骨骼，賣給汽車製造、物流和電力企業，用來減輕搬運與舉升負擔。近年把產品下探到千元級消費市場，主打登山與行走助力，另外也推出人形複合機器人原型。
cn_374	中國	United Imaging Healthcare	聯影醫療，醫學影像設備	uAI 智能影像平台	影像 AI 平台，內建於自家 CT、MR 設備做病灶偵測與掃描自動化	聯影醫療，賣 CT、MR、PET 等醫學影像設備，AI 用於成像加速和輔助診斷。
cn_375	中國	Unitree Robotics	宇樹科技，四足與人形機器人	Go2、B2 四足；G1、H2 人形		宇樹科技，賣四足機器狗和人形機器人給科研機構、企業和消費者，以低價高性能著稱，是國內出貨量最大的足式機器人公司之一。
cn_376	中國	Verisilicon Microelectronics Shanghai Co	芯原股份，芯片設計服務與 IP	NPU IP	可授權給晶片設計商整合的神經網路處理器 IP 核心	2001 年成立於上海，本身不賣自有品牌晶片，而是靠 IP 授權加上一站式客製設計與量產服務收費。手上有 Vivante GPU、NPU、影像處理與 DSP 等 IP，最高支援 7 奈米製程，2020 年在科創板上市。
cn_377	中國	Vita Dynamics (維塔動力)	具身機器人初創			
cn_378	中國	vivo	智能手機	藍心大模型	自研手機大模型，分端側與雲端版本，驅動系統內建的 AI 助理	出自步步高體系，2009 年創立，靠遍布縣鄉的線下門市通路和主打影像的機型，出貨量長年居中國市場前列。藍心大模型自研後內建在 OriginOS 的語音助理與相簿功能裡，服務自家手機，未對外出售模型。
cn_379	中國	WAYTOUS (慧拓智能)	礦區無人駕駛	礦卡無人駕駛	露天礦運輸卡車的無人駕駛改裝，含遠端接管與雲端調度系統	
cn_38	中國	Beijing Jingwei Hirain Technology Co Ltd	經緯恆潤，汽車電子與智能駕駛	ADAS 控制器；測試系統	車用 ADAS 電子控制單元，以及智駕功能的硬體在環模擬測試台架	2003 年成立於北京，主業是替整車廠與零件廠開發汽車電子控制器，並提供 HIL 台架等測試與模擬服務，研發外包收入佔比不低。業務涵蓋智慧駕駛、底盤、動力與座艙，2022 年於科創板上市。
cn_380	中國	Weilan Robotics (蔚藍智能)	消費級四足機器人	阿爾法機器狗	面向開發者與家庭的四足機器狗，可跑跳、翻身，分 C、E 系列	
cn_381	中國	WeRide	文遠知行，L4 自動駕駛	Robotaxi；Robobus	無人駕駛計程車與接駁小巴，已在多個城市開放載客營運	文遠知行，在中國、中東、歐洲運營 Robotaxi、無人小巴和無人環衛車，收入來自車輛銷售與運營服務。
cn_382	中國	Westwell Lab	西井科技，港口自動駕駛	Q-Truck	無駕駛室的純電無人重卡，載重約 80 噸，用於港口貨櫃水平運輸	2015 年成立於上海，客戶是碼頭與大宗物流營運商，賣無人駕駛電動重卡 Q-Truck 及配套車隊管理系統，並發展數分鐘自動換電補能。海外比重高，在泰國林查班、中東等地有實船作業，近年申請在港上市。
cn_383	中國	Whale Wave Technology Inc	名稱不明確			
cn_384	中國	White Rhino (白犀牛)	無人配送車	城市無人配送	L4 級無人配送小車，跑商超生鮮與快遞最後一哩的即時送貨	2019 年成立於北京，創辦團隊出自百度自動駕駛部門，做城市開放道路上的末端配送無人車。不自營電商，而是把車隊接進順豐同城、商超與生鮮客戶的配送網絡，按車或按單收費，已在三十多個城市投放。
cn_385	中國	Wind Information	萬得，金融數據終端	Wind 終端；Alice 智能助理		萬得，賣金融數據終端訂閱給機構投資者，推出 AI 投研助理。
cn_386	中國	Winning Health Technology Group Co Ltd	衛寧健康，醫療信息化	WiNGPT	醫療垂直大模型，支援院內私有部署，做智能問答與病歷文書生成	1994 年起家的醫療資訊化廠商，主要賣醫院核心資訊系統與區域衛生平台，客戶超過六千家醫療機構，收入以專案實施和後續維護為主。近年推動新一代產品 WiNEX 換代，並把自研的 WiNGPT 接進病歷書寫等場景。
cn_387	中國	WizardQuant	九坤投資，量化私募	量化交易模型		中文名寬德投資，2014 年在珠海成立，現總部設於上海，創辦人多有華爾街量化背景。在期貨、股票與期權市場做自營交易和資產管理，屬中國頭部量化私募之一，並在紐約、北京、深圳、成都等地設有辦公室。
cn_388	中國	Wonders Information Co Ltd	萬達信息，政務醫療信息			1995 年成立於上海，主要承接政務、醫保與公共衛生資訊化專案，上海的醫保和健康雲系統是代表案例。最大股東為中國人壽，收入高度依賴政府採購，回款週期長，過去幾年多次出現虧損。
cn_389	中國	Wondershare Technology Hunan Co Ltd	萬興科技，創意軟件	天幕大模型；Filmora	Filmora 為跨平台影片剪輯軟體，面向個人創作者，內建 AI 輔助剪輯	2003 年在深圳創立，主要賣影音剪輯、繪圖與 PDF 工具給海外個人和小團隊用戶，採訂閱制收費，境外收入佔比長期在八成以上。天幕是自研的音視訊多媒體模型，用來強化 Filmora 等自家產品的功能。
cn_390	中國	Wuhan Kingsoft Office Software Co Ltd	金山辦公	WPS AI	內嵌在 WPS 文書、表格、簡報中的 AI 助手，做起草、摘要與排版	金山軟體分拆出來的辦公軟體公司，2019 年在科創板上市。收入分成個人訂閱、機構授權與廣告三塊，其中政企採購受信創國產替代政策推動而成長。WPS AI 以加值功能的形式接在文檔、表格和簡報裡。
cn_391	中國	Wuhan Landing Intelligence Medical Co	蘭丁智能醫學，病理 AI			2000 年由海歸學者孫小蓉在武漢創辦，核心是人工智慧宮頸癌細胞學篩查機器人與雲端診斷平台，主要承接各地政府的大規模篩查專案。產品取得中國 NMPA、美國 FDA 與歐盟 CE 認證，阿里健康曾參與投資。
cn_392	中國	Wuhu Automobile Prospective Technology	奇瑞前瞻技術研究			
cn_393	中國	Wuhu Xiongshi Automobile Technology Co	奇瑞雄獅智能座艙			
cn_394	中國	Wuxi Xishang Bank Co Ltd	錫商銀行，民營數字銀行			2020 年 4 月開業，是全國第十九家、江蘇第二家民營銀行，註冊資本二十億元，總部設在無錫。沒有實體網點，透過 App 和線上通路獲客，主打物聯網金融，以動產與設備數據替中小微企業做授信。
cn_395	中國	X Square Robot (叉方科技)	自變量機器人，通用具身大模型	WALL-A 模型	視覺-語言-動作架構的具身大模型，直接輸出機器人動作做精細操作	2023 年底在深圳成立，走端到端統一模型路線，不採分層的大腦小腦架構，自研 WALL 系列具身操作模型並同步做整機。成立不到兩年完成五輪融資、累計逾十億元，美團戰投是主要投資方之一。
cn_396	中國	Xiamen Chanjing Technology Co Ltd	蟬鏡，數字人視頻			隸屬電商數據服務商蟬媽媽（蟬大師）體系，做數字人短視頻與直播工具：使用者上傳十幾秒影片即可複刻出虛擬形象，再用文字驅動口播。主要客群是電商帶貨賣家與內容創作者，以 SaaS 訂閱方式收費。
cn_4	中國	AISpeech Co Ltd	對話式語音 AI，面向車載、家居和企業	DUI 平台；DFM 大模型	可自訂語音對話流程的開發平台，搭配自研行業對話大模型 DFM-2	2007 年由俞凱等人在英國劍橋創立，隔年遷回蘇州。收入來自車載語音、智慧家電和政企客服的對話系統方案，DUI 開放平台則讓開發者自行定制語音技能。曾兩度申請科創板上市未果，長期處於虧損狀態。
cn_402	中國	xiaobing.ai	小冰公司（微軟分拆），AI 伴侶與數字人	小冰		2020 年由微軟分拆獨立，接手原微軟小冰團隊與技術，總部在北京，東京設有研發據點。現在對外定位是「數字勞動力」供應商，賣數字員工、虛擬主播和 AI 克隆人給金融、零售等企業，消費端則做 AI 伴侶產品。
cn_403	中國	Xiaoduo Intelligent Technology Shanghai	曉多科技，電商客服 AI			2014 年在成都成立，主力產品是電商智慧客服機器人，可一鍵接入淘寶、京東、抖音、拼多多等平台，向賣家按訂閱收費，累計服務三萬八千多家客戶。投資方包括騰訊與深創投，近年延伸到電信與政務客服。
cn_404	中國	Xiaohongshu	小紅書，生活方式社區	dots 系列開源模型	開源的 MoE 文字大模型，1420 億參數、推論時僅啟用 140 億	2013 年成立於上海，以圖文筆記社區起家，現在是年輕用戶查攻略、看評價的主要入口，收入來自廣告和站內電商佣金。近年才開始對外發布 AI 成果，開源 dots 系列模型，並把 AI 搜索與問答接進社區內容。
cn_405	中國	Xiao-i	小i機器人，對話式 AI	華藏大模型	通用語言大模型，主打可私有化定制與低算力部署，供企業客戶	2001 年在上海成立，最早做即時通訊上的聊天機器人，之後轉向金融、政務與電信的客服對話系統。2023 年 3 月在納斯達克掛牌，代號 AIXI。曾長期以語音互動專利與蘋果就 Siri 纏訟，規模始終不大。
cn_406	中國	Xiaomi Technology	小米，手機與汽車	MiMo 大模型；小米 SU7；Xiaomi HAD		收入來自手機、IoT 家電和互聯網服務，2024 年起賣小米 SU7 等電動車；AI 上自研 MiMo 模型。
cn_407	中國	XPENG	小鵬汽車，智駕與飛行汽車	XNGP；圖靈芯片；IRON 人形機器人		小鵬汽車，賣電動車，自研智駕芯片與算法，另佈局飛行汽車和人形機器人。
cn_408	中國	XtalPi Inc	晶泰科技，AI+機器人藥物與材料研發	藥物發現平台	結合量子物理計算與機器人自動化實驗室的小分子設計與篩選服務	晶泰科技，用 AI 預測加自動化實驗室為藥企做藥物與材料研發外包，按項目和里程碑收費。
cn_409	中國	Xuzhou Xcmg Mining Machinery Co Ltd	徐工礦機，礦用機械	無人駕駛礦卡	純電動無人駕駛礦用自卸車，支援自動換電，已在露天煤礦百台規模投用	
cn_41	中國	Beijing Kunlun Tech Co Ltd	崑崙萬維，互聯網與 AI，自研天工大模型	天工 AI；Skywork 開源模型；Mureka 音樂		2008 年成立、2015 年於深交所上市，早期靠海外遊戲發行與 Opera 瀏覽器廣告賺錢，也曾投資並被迫出售交友軟體 Grindr。近年把資源轉向 AI，同時做 AI 助手、AI 音樂、AI 短劇與社交產品，海外仍是主要收入來源。
